,age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
2556,0.8938465531625894,3,-1.9090785338355098,9,2,2,0,4,1,3.3368949773685843,-0.22296281257283612,-0.034013941331530254,38
1150,0.273955227146647,5,-0.9298079658974029,9,2,2,0,4,1,-0.3002123014789703,4.426715420635995,-0.034013941331530254,38
12053,-1.6516031067192836,3,0.26396163232016173,9,2,5,0,4,1,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
19511,-1.1451150144725477,6,0.9443417913927834,10,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27329,-0.7168854341795278,3,1.145500999426966,9,4,0,2,4,0,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
8158,0.47486155198064567,3,0.30015521564238845,6,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25957,-1.0317117807033411,3,0.7665639672929058,13,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.976630737539182,38
20660,0.8377235643761702,3,0.954607615534254,13,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29377,-0.8179145118131231,3,0.43435468869792093,10,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,3.203680719014556,38
7477,1.7480370378698196,3,0.32700161592452953,4,2,14,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
15481,0.20362252216473475,5,-2.4527214608999515,9,2,4,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
1540,0.05737857487379639,5,1.2984405830532595,15,2,9,0,4,1,4.37970160330825,-0.22296281257283612,0.7754097237549914,38
26689,0.7219570863477152,3,-0.7529346080700706,8,3,3,1,4,0,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
11309,-1.9442939300758013,3,0.14598448282679502,7,4,14,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
32236,1.7480370378698196,3,0.8549781260468244,6,0,13,1,4,1,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
22407,-1.9442939300758013,3,0.6445450837980686,9,4,7,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
5374,-0.0969941081635854,3,1.1367434955857103,12,4,14,1,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
10168,1.400334645409324,3,-0.5593177159157392,10,2,14,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
28109,1.3536445806582365,3,0.26830215534524127,10,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
31803,-2.1030796298620413,3,-0.19743637683073076,7,4,8,3,4,0,-0.3002123014789703,-0.22296281257283612,-2.300400203573791,38
1867,0.6622129889114339,3,0.4975933898826728,9,2,13,0,4,1,3.60921413168633,-0.22296281257283612,0.2897555247030784,38
14472,0.7804433193933827,1,1.1439841494172203,15,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
11994,-1.3868320506266634,3,0.7066298282642322,10,4,13,3,4,1,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
32524,-0.2604526323639866,3,0.8500121020865841,9,2,2,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
11332,-0.8179145118131231,1,-1.230048513245413,13,4,12,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
8395,-0.4341337751256561,1,0.08362497036753176,12,2,0,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
14022,0.6622129889114339,5,0.34962396344242547,10,0,3,4,4,0,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
9872,0.6622129889114339,6,1.258109804726576,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
30394,0.4094939840831503,3,0.292520370988545,15,0,9,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.11495630784018242,38
31356,0.34255114341352566,3,0.09671097696186896,11,0,9,4,4,0,-0.3002123014789703,-0.22296281257283612,0.20881315819442622,38
2968,1.7068808264610504,3,-0.028752146323056248,15,2,14,0,4,1,3.2635116012187413,-0.22296281257283612,-2.4622849365910953,38
2741,0.7219570863477152,5,0.05086039838706813,9,2,6,0,4,1,3.3157356852016164,-0.22296281257283612,-0.034013941331530254,38
30246,-1.7940955430292727,3,0.34869773478662086,6,4,5,3,4,1,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
663,0.948858122266566,3,-3.148702569181874,14,2,9,0,4,1,-0.3002123014789703,4.50740925251077,1.584833388841513,38
15322,-1.6516031067192836,3,0.9035401961774198,10,4,7,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25227,-1.2633453449544967,3,1.61727381772841,8,4,0,4,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
23025,-1.1451150144725477,3,0.6217357772417158,12,4,3,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
24064,0.5387262832392657,3,-0.6102273008894559,10,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
3867,-1.0317117807033411,3,0.24512565370601475,10,4,7,1,4,1,2.8958311430500894,-0.22296281257283612,0.6135249907376871,38
23429,-1.5160643497827802,3,0.6625458683934909,9,4,7,2,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
31543,-1.1451150144725477,3,1.7903788574556285,13,4,9,1,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
9755,-0.6194019772687447,3,1.0043218122334088,9,2,13,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14882,-1.6516031067192836,3,0.5744343436278276,10,4,14,1,2,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
26844,1.4462529381151081,3,0.5038733948123709,10,2,12,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4984,-0.6194019772687447,5,0.8123219046106575,13,5,9,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27572,-0.9227568960979422,3,-0.4578740569959964,13,4,11,2,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
20783,-1.2633453449544967,3,1.2544724313248266,11,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
30333,1.4462529381151081,1,0.06885094359777882,10,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
22357,-1.2633453449544967,3,0.8438310186562664,11,4,2,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.6006105068920954,38
6662,-1.3868320506266634,3,-0.3291451756429667,10,4,6,3,4,1,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
1050,-0.0969941081635854,4,0.266116548136479,10,2,11,0,4,1,-0.3002123014789703,4.451673600890535,-0.034013941331530254,38
15375,-0.018735596209870836,3,0.7566467395700128,13,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
13774,0.5387262832392657,3,0.12720668204073945,13,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-3.0288815021516604,38
30248,0.4094939840831503,0,1.6806248999917914,10,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5049,-0.0969941081635854,3,1.6988446466186564,9,2,6,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
7056,-0.2604526323639866,3,0.5827310273296116,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
229,-0.177521295996111,3,0.1912866395643223,10,2,13,0,2,1,-0.3002123014789703,4.592538362276975,-0.034013941331530254,38
11148,-2.1030796298620413,3,0.23779564721829904,6,4,12,3,4,1,-0.3002123014789703,-0.22296281257283612,-2.4622849365910953,38
13509,-1.3868320506266634,3,0.7414950247320216,9,4,2,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10751,0.273955227146647,3,1.1586605537497567,10,5,7,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
11973,-0.018735596209870836,3,0.27747416228661986,13,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
32260,0.8938465531625894,3,0.16624611891509325,16,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10879,1.400334645409324,3,-1.0027277866722495,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,0.2897555247030784,38
2070,-0.7168854341795278,3,0.918775030825544,13,2,11,5,2,0,3.60921413168633,-0.22296281257283612,0.3706978912117306,38
25585,0.6622129889114339,3,1.9702592678152702,9,5,5,4,4,0,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,28
24375,-0.5252236884566054,1,-0.7179359753539134,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29492,-1.1451150144725477,3,-0.39559588119261224,9,4,5,2,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
12191,-1.3868320506266634,3,0.07380351164425777,9,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
17790,-0.6194019772687447,0,0.5394984001591211,10,2,10,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
22760,-0.0969941081635854,3,1.9844553125852769,9,0,7,1,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
28453,-1.0317117807033411,3,-1.8525988200162873,9,4,11,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15446,1.257842209099336,3,-0.22352988960857406,9,0,7,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
21828,0.6011557298060716,0,-1.077698199695782,10,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,32
7654,0.4094939840831503,3,1.0543432018774397,10,2,2,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
6307,0.4094939840831503,3,0.7091415653343028,7,2,7,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
24194,0.7219570863477152,1,-0.37378977988815565,14,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29452,-1.1451150144725477,3,0.20100792183690952,10,4,0,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
13701,0.13146279083665782,3,1.3649080996077754,9,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.3577834073661389,38
11429,-0.7168854341795278,3,0.49661831548161434,9,4,4,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
22621,0.4094939840831503,1,0.16661327730674047,13,0,9,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
21174,0.13146279083665782,3,0.4954678337262793,9,0,7,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
11863,0.7804433193933827,3,0.02511799608753839,12,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
4478,0.8938465531625894,3,0.303363298845635,4,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,6
31137,0.20362252216473475,3,0.662611456926547,9,2,2,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
2033,0.273955227146647,5,0.6252579620672034,15,2,9,5,4,0,3.60921413168633,-0.22296281257283612,-0.034013941331530254,38
3969,1.8285642257023462,3,0.4124745684222655,9,2,14,0,4,1,2.833561071368781,-0.22296281257283612,-1.3290918054699647,38
3324,-0.4341337751256561,3,0.6484408225343571,10,2,2,0,4,1,3.1087938896845655,-0.22296281257283612,0.7754097237549914,38
10943,-1.1451150144725477,3,1.3844561718579362,10,4,9,1,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
13418,-0.5252236884566054,3,0.31169873376480517,15,0,11,3,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
13603,0.05737857487379639,3,1.1113269605324962,15,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
23447,0.34255114341352566,1,0.2291236480444708,9,0,3,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
21974,-0.0969941081635854,3,-0.17509971918969724,13,3,9,1,1,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,29
16616,0.5387262832392657,3,-0.009695217530743655,9,2,3,5,1,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25527,-0.3459360988692954,3,-0.7730745519711162,14,4,3,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15893,-1.6516031067192836,3,-2.2268119469610683,10,4,2,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14682,1.7068808264610504,3,-1.4588858608867101,10,0,7,4,2,0,-0.3002123014789703,-0.22296281257283612,0.04692842517712191,38
25857,-0.5252236884566054,3,-1.7154201827136317,12,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
16777,1.9829369087397282,3,0.750346371356067,9,6,14,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
11940,-0.018735596209870836,3,0.30948184880285484,10,0,11,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4834,-1.6516031067192836,3,1.0851764474014785,10,4,9,3,4,1,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
30532,1.5796222349966338,1,-0.5065517634709685,14,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
10797,-0.0969941081635854,3,-2.8376794244194983,13,5,3,4,4,0,-0.3002123014789703,-0.22296281257283612,0.12787079168577406,38
9001,-1.9442939300758013,3,0.3679179863604149,7,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-2.4622849365910953,38
27607,-0.4341337751256561,3,0.5863541651922229,13,4,11,1,2,0,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
23663,-1.7940955430292727,3,-1.3530941276019768,9,4,5,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
9838,-1.5160643497827802,3,0.30510447370457505,10,4,7,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
28047,1.8285642257023462,4,0.5952871856336998,10,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
11385,-0.018735596209870836,5,1.2156148230644652,16,4,9,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
18068,1.4914245587402744,0,-0.3940165451766887,9,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
25049,-1.3868320506266634,6,0.36529592557351365,13,4,9,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
31821,0.20362252216473475,3,0.2838508162716655,9,0,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22135,-1.3868320506266634,3,0.37799478039885165,10,5,11,4,4,0,-0.3002123014789703,-0.22296281257283612,0.20881315819442622,38
31611,0.7804433193933827,3,-1.9654481731288709,12,0,3,4,4,0,-0.3002123014789703,-0.22296281257283612,0.12787079168577406,38
24550,-1.3868320506266634,3,0.04697526209890133,10,4,14,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,21
14389,0.7804433193933827,3,-2.4859238084169393,10,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
10549,0.6011557298060716,3,0.3750907707757723,13,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27506,0.47486155198064567,5,-0.13662132468264968,10,0,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.3577834073661389,38
8473,0.05737857487379639,3,-2.2736236013270243,10,4,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29261,-1.0317117807033411,3,1.0389381404434574,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14379,0.7804433193933827,3,0.5596074758708375,13,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
29747,-0.018735596209870836,3,1.0465794027486905,9,0,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
12607,0.47486155198064567,3,0.5103091693053793,14,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
32150,-0.5252236884566054,3,0.2730329608915679,9,2,5,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27236,1.7480370378698196,3,0.3104311513473597,16,0,9,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,4
24325,1.5796222349966338,3,-1.4706523633743822,6,2,7,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
7902,-1.3868320506266634,3,-0.9575972000726649,8,4,14,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
31230,1.257842209099336,3,0.14025054170314438,3,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,21
9858,0.05737857487379639,3,0.6870510379880251,9,5,9,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
13572,-0.8179145118131231,3,0.03831294795160934,13,4,12,4,1,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,29
25436,-0.9227568960979422,3,-0.8434689910838077,7,5,7,4,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
16859,-1.2633453449544967,3,0.7474697881973275,10,4,0,1,1,1,-0.3002123014789703,-0.22296281257283612,-1.3290918054699647,39
11784,1.3061563565971845,3,0.36351647018180466,13,0,2,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
30064,0.13146279083665782,3,0.4764155569823344,13,0,7,1,2,0,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
28001,-1.1451150144725477,3,-0.11927785156100518,9,4,7,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27602,0.948858122266566,3,0.5527428948734574,9,2,13,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10519,1.3061563565971845,6,-0.25015091983974513,9,3,7,4,2,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,15
10732,1.8285642257023462,5,-0.09612271566278148,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
5318,-0.5252236884566054,3,0.9102244212076459,9,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22745,0.47486155198064567,3,-0.600937485554832,13,2,14,5,4,0,-0.3002123014789703,-0.22296281257283612,-2.7051120361170518,38
26739,0.8377235643761702,3,-2.9786999890590318,13,4,7,1,1,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,29
21765,-0.3459360988692954,1,0.7120944815960847,13,4,9,1,4,0,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
4606,0.4094939840831503,1,1.1989661405039906,10,2,0,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
23829,-2.1030796298620413,3,-0.47715094843621925,7,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-2.5432273030997474,38
8017,-0.6194019772687447,3,0.35694296106392853,10,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
26484,1.9451404963204755,3,0.16514413580772777,9,2,14,0,4,1,-0.3002123014789703,-0.22296281257283612,-2.0575731040478344,38
9207,-0.7168854341795278,3,0.27419673197859445,9,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
3660,-0.4341337751256561,3,-0.6134090286981411,9,2,4,0,4,1,2.972594640644125,-0.22296281257283612,0.3706978912117306,38
4357,-1.3868320506266634,3,0.14349716010648417,10,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,-1.3290918054699647,38
24305,-1.9442939300758013,1,-0.14218743569277612,9,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
11617,0.8377235643761702,3,-0.6672541542629123,9,0,7,1,2,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
24580,-0.177521295996111,3,-0.16174087181109195,10,4,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15518,0.7804433193933827,5,0.42408841121440904,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
16958,-0.9227568960979422,3,0.10126067378699972,10,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
1650,1.867969048931293,4,-2.2590287789508654,14,2,3,0,4,1,4.37970160330825,-0.22296281257283612,-0.034013941331530254,38
5613,-1.3868320506266634,6,0.17448233165703042,10,4,9,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
25085,-0.8179145118131231,3,1.7851578452417332,3,4,4,4,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
5196,-0.018735596209870836,3,-1.821205905013342,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
16666,0.273955227146647,3,1.0409256037115775,9,6,7,4,2,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3213,1.3536445806582365,1,1.0170998603343377,14,6,9,4,4,0,3.144348606453624,-0.22296281257283612,1.584833388841513,38
24019,-0.177521295996111,6,0.7281377044743957,13,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
26506,-0.7168854341795278,3,-0.5777971784581467,7,4,6,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,26
5571,-1.1451150144725477,3,0.460471963507305,10,4,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
21966,-1.7940955430292727,5,-0.7356783189156239,7,4,0,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
11050,-0.2604526323639866,3,0.3726221280671405,4,5,14,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,12
28925,0.273955227146647,3,-1.2574991240408946,10,4,2,3,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
6869,-0.177521295996111,5,-0.8124949603905866,9,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18720,1.400334645409324,1,0.3848804229831919,14,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
7287,1.5358734023458271,3,0.5812131993902334,8,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,4
784,-0.2604526323639866,3,-2.4356653399593458,9,2,0,5,4,0,-0.3002123014789703,4.502451899793034,-1.6528612715045734,38
30285,0.05737857487379639,3,0.41807415515079116,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
24773,0.7219570863477152,1,0.5642046957480881,14,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
26231,2.1291808560306653,3,-1.2142283095058566,12,6,14,1,4,0,-0.3002123014789703,-0.22296281257283612,-2.9479391356430082,38
30875,-0.0969941081635854,3,-0.7773923460879822,10,4,14,4,4,1,-0.3002123014789703,-0.22296281257283612,-2.4622849365910953,38
28745,-0.018735596209870836,3,0.04536251196378965,9,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
17549,-0.2604526323639866,3,0.39955360531452877,9,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22910,0.13146279083665782,4,-0.1975038939178262,9,0,11,4,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
25329,0.6011557298060716,3,0.6489039670928914,14,4,9,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27967,0.6622129889114339,0,1.1550534610639456,10,2,3,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
288,-0.9227568960979422,3,-2.338373630868734,11,2,2,0,4,1,-0.3002123014789703,4.539492088594885,-0.034013941331530254,38
22687,-0.3459360988692954,4,-0.7625635972706069,9,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27146,-0.6194019772687447,3,0.6597230041818801,9,4,7,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.6815528734007475,38
22124,-1.1451150144725477,3,1.1386807994131438,11,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
17487,0.6011557298060716,3,-1.0846544240263722,9,2,7,0,1,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,29
25823,-0.018735596209870836,3,0.6795670236610097,4,2,4,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,25
6358,0.6622129889114339,3,-1.4929007999675903,9,0,11,2,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
1575,-1.1451150144725477,3,-0.09330586273100343,10,4,14,1,1,1,4.37970160330825,-0.22296281257283612,0.7754097237549914,34
7284,0.6622129889114339,3,0.26843655637178787,10,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
24453,0.05737857487379639,6,0.006356556649324913,16,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
28852,1.4462529381151081,3,0.5737479341240928,3,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,7
26582,-1.0317117807033411,3,-0.559120020329679,13,4,9,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
16826,-0.177521295996111,5,-2.5799256789398934,9,4,4,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
26260,0.20362252216473475,3,1.1883921047106454,13,0,3,1,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
7404,-0.8179145118131231,3,-0.10524034840704372,3,4,5,2,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,12
17606,0.7804433193933827,3,0.995085852571602,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,0.2897555247030784,38
8134,0.20362252216473475,3,0.8847844704057902,12,4,13,1,2,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
11416,-1.2633453449544967,3,0.31876234171058015,9,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22228,-1.9442939300758013,3,0.6774761008642716,10,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
17868,-0.6194019772687447,3,-1.6162504297399316,13,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,0.04692842517712191,38
17258,0.13146279083665782,3,-1.1924162967076626,15,2,9,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3945,-0.7168854341795278,3,-0.5652316698228022,9,4,2,4,4,1,2.8559131291971873,-0.22296281257283612,-0.034013941331530254,38
21740,0.7219570863477152,0,0.003750320889656997,9,5,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
19070,-0.018735596209870836,3,-0.9281160524137148,10,0,9,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
26153,0.7804433193933827,4,0.4542275022028718,9,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,3.203680719014556,38
3037,-1.0317117807033411,3,0.0075146159807591316,13,2,12,0,4,1,3.1762579154753734,-0.22296281257283612,-0.034013941331530254,38
9166,0.6011557298060716,3,0.0648663215498225,7,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10938,-1.9442939300758013,3,1.0081860621988765,9,4,0,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
16883,-1.6516031067192836,3,0.3605304317545751,10,4,14,3,4,0,-0.3002123014789703,-0.22296281257283612,-2.300400203573791,38
